faction,ability_id,name,unit_ids,flags,text
"astra-militarum","firing-hot","Firing Hot","","","Until the end of the phase: / Add 1 to the unit's Strength characteristic (ranged). / Add 1 to the unit's Armour Penetration characteristic (ranged). / Applies to: units with Astra Militarum."
"astra-militarum","flak-battery","Flak Battery","hydra;hydra-platform","","Against A targets, you can re-roll the Hit roll."
"astra-militarum","flush-them-out","Flush Them Out","hellhound","","During the Shooting phase, the unit gains the Benefit of Cover ability."
"astra-militarum","fortification","Fortification","aegis-defence-line;hydra-platform;manticore-platform;earthshaker-platform","","During the Shooting phase, the attacking unit gets -1 to Hit rolls."
"astra-militarum","furious-barrage","Furious Barrage","manticore;manticore-platform","","During the Shooting phase, your unit gains the Post Attack Debuff ability."
"astra-militarum","get-back-in-the-fight","Get Back in the Fight","cadian-castellan","","After being attached to a unit, the unit is eligible to shoot and declare a charge in a turn in which it Fell Back."
"astra-militarum","grand-strategist-armoured-infantry","Grand Strategist","","","For the rest of the battle, this model gains the Pregame Redeploy Up to Two Regiment or Squadron Units May Enter Strategic Reserves ability. / Applies to: units with Astra Militarum, Officer."
"astra-militarum","grenadiers","Grenadiers","krieg-combat-engineers","","You can use one Stratagem on this model for 0CP."
"astra-militarum","grim-demeanour","Grim Demeanour","death-korps-of-krieg","","While the unit is below its starting strength, while the unit is below half strength: /   -> The unit gets +1 to Hit rolls. /   -> The unit gets +1 to Wound rolls."
"astra-militarum","grim-determination","Grim Determination","krieg-command-squad","","If the unit has the OFFICER keyword, for the rest of the battle: /   -> The unit gains the Stratagem Targetable While Battle Shocked ability. /   -> The unit gains the Orders Persist During Battle Shock ability."
"astra-militarum","gung-ho-command","Gung-ho Command","catachan-command-squad","","The unit's weapons gain [ASSAULT]."
"astra-militarum","gung-ho-executioners","Gung-ho Executioners","leman-russ-executioner","","While the unit is below half strength, against A targets, the unit gets +1 to Hit rolls."
"astra-militarum","holy-hatred","Holy Hatred","ministorum-priest","","After being attached to a unit, the unit's weapons gain [SUSTAINED HITS 1]."
"astra-militarum","holy-mission","Holy Mission","ministorum-priest","","After being attached to a unit, the unit gains the Attached Unit Eligibility ability."
"astra-militarum","holy-piety","Holy Piety","ministorum-priest","","During the Fight phase, you can re-roll the Hit roll."
"astra-militarum","horsemasters","Horsemasters","attilan-rough-riders","","The unit is eligible to shoot and declare a charge in a turn in which it Fell Back."
"astra-militarum","hover","Hover","valkyrie;aquila-lander","","Modify this model's Move characteristic to 20."
"astra-militarum","imposing-arrival","Imposing Arrival","","","Until the end of the phase, the unit gains the Ingress Move ability. / Applies to: units with Astra Militarum, Titanic."
"astra-militarum","infiltrators","Infiltrators","ratlings;gaunts-ghosts","","Once per battle, the unit has the Infiltrate ability."
"astra-militarum","jungle-fighters","Jungle Fighters","catachan-jungle-fighters","","During the Fight phase, if the unit charged this turn, the unit gets +1 to Wound rolls."
"astra-militarum","leader","Leader","cadian-castellan;death-rider-commissar","","The unit gains the Leader ability."
"astra-militarum","leading-the-charge","Leading The Charge","lord-marshal-dreir","","Until the end of the turn, the unit's weapons gain [DEVASTATING WOUNDS]."
"astra-militarum","like-fighting-a-shadow","Like Fighting a Shadow","sly-marbo","","During the Shooting phase, until the end of the turn, the unit has the Shoot and Scoot ability."
"astra-militarum","line-breaker","Line-breaker","leman-russ-demolisher","","During the Shooting phase, this model gains the Target in Engagement ability."
"astra-militarum","lone-operative","Lone Operative","sly-marbo;gaunts-ghosts","","This model can only be targeted if it is the closest eligible target or within 12""."
"astra-militarum","loner","Loner","sly-marbo","","This model gains the Restricted From Warlord ability."
"astra-militarum","long-range-scout","Long-range Scout","","","Once per battle, the unit has the Infiltrate ability. / Applies to: units with Scout Sentinel."
"astra-militarum","lord-castellan","Lord Castellan","ursula-creed","","While this model leads a unit, for the rest of the battle, the unit this model leads gains the Multiple Orders Up to Two ability."
"astra-militarum","low-profile","Low Profile","","","Until the end of the phase, the unit gains the Remain Hidden After Shooting ability. / Applies to: units with Ratlings."
"astra-militarum","loyal-protector","Loyal Protector","nork-deddog;ogryn-bodyguard","","This model gains the Special Embark Rule ability."
"astra-militarum","malign-wardings-psychic","Malign Wardings (Psychic)","primaris-psyker","","After being attached to a unit, the unit has the Feel No Pain 4+ ability."
"astra-militarum","mark-the-target","Mark the Target","elysian-sniper-squad","","The unit's weapons gain [DEVASTATING WOUNDS]."
"astra-militarum","master-manoeuvrist","Master Manoeuvrist","","","Until the end of the turn, this model gains the Embark After Fight ability. / Applies to: units with Astra Militarum, Officer, Infantry."
"astra-militarum","master-vox","Master Vox","militarum-tempestus-command-squad","","For the rest of the battle, the unit gains the Extended Order Range ability."
"astra-militarum","medi-pack","Medi-pack","militarum-tempestus-command-squad","","While the unit is below its starting strength, return D3 destroyed models to the unit with full wounds."
"astra-militarum","medicae-medi-packs","Medicae Medi-packs","quartermaster-cadre-squad","","The unit has the Feel No Pain 5+ ability."
"astra-militarum","melta-mine","Melta Mine","kasrkin","","Once per battle, your unit suffers d3 mortal wounds."
"astra-militarum","meteoric-descent","Meteoric Descent","elysian-drop-sentinel","","When it is set up by Deep Strike, until the end of the turn: /   Select one of the following (Perform Meteoric Descent): /     - This model gains the Meteoric Descent Placement Beyond Three Inches ability; this model: cannot declare charge. /     - This model has the Deep Strike ability."
"astra-militarum","mindlock","Mindlock","quartermaster-cadre-squad","","After being attached to a unit, for the rest of the battle, add 1 to the unit's Weapon Skill characteristic (melee)."
"astra-militarum","mobile-command-vehicle","Mobile Command Vehicle","chimera;storm-chimera","","This model gains the Special Embark Rule ability."
"astra-militarum","mobile-firebase","Mobile Firebase","","","Until the end of the turn, the unit gains the Act After Move ability. / Applies to: units with Armoured Skirmisher."
"astra-militarum","mobile-hunter-killer","Mobile Hunter-killer","tauros-venator","","You can re-roll the Wound roll."
"astra-militarum","mobile-hunter-killers","Mobile Hunter-killers","armoured-sentinels","","You can re-roll the Wound roll."
"astra-militarum","mount-up","Mount Up!","stormlord;gorgon-heavy-transport","","This model gains the Special Embark Rule ability."
"astra-militarum","mow-down-the-enemy","Mow Down the Enemy","leman-russ-punisher","","The unit's weapons gain [DEVASTATING WOUNDS]."
"astra-militarum","ogryn-bodyguard","Ogryn Bodyguard","nork-deddog;ogryn-bodyguard","","The unit has the Feel No Pain 4+ ability."
"astra-militarum","omnissiah-s-blessing","Omnissiah’s Blessing","tech-priest-enginseer","","Until your next Command phase, the unit has the Feel No Pain 5+ ability."
"astra-militarum","omnissian-unguents","Omnissian Unguents","","","Friendly units within 3"" have the Feel No Pain 5+ ability. / Applies to: units with Astra Militarum, Tech-Priest Enginseer."
"astra-militarum","on-my-position","On My Position","","","Until the end of the phase: / Roll one D6: on a 2+, all enemy units suffer D6 mortal wounds. / This model suffers 3D3 mortal wounds. / Applies to: units with Astra Militarum, Regiment."
"astra-militarum","one-man-army","One-man Army","sly-marbo","","During the Shooting phase, the unit gains the Once Per Round Special ability."
"astra-militarum","opening-salvo","Opening Salvo","","","Until the end of the phase, the unit gets +1 to Wound rolls. / Applies to: units with Astra Militarum."
"astra-militarum","order-the-advance","Order the Advance","","","Until the end of the phase, you can re-roll the Advance roll. / Applies to: units with Astra Militarum."
"astra-militarum","orders","Orders","cadian-castellan;gaunts-ghosts;death-rider-commissar","","For the rest of the battle, this model gains the Issue Orders Regiment Up to 2 ability."
"astra-militarum","outflank","Outflank","salamander-scout-vehicle","","For the rest of the battle, this model gains the Strategic Reserves Placement ability."
"astra-militarum","overwhelming-short-range-firepower","Overwhelming Short-range Firepower","macharius-omega","","You can re-roll a Hit roll of 1."
"astra-militarum","pinning-bombardment","Pinning Bombardment","armageddon-pattern-medusa;dominus-armoured-siege-bombard","","During the Shooting phase, enemy units nearby must take a Battle-shock test."
"astra-militarum","point-blank-barrage","Point-blank Barrage","ogryn-squad","","During the Shooting phase, subtract 1 from the unit's Armour Penetration characteristic."
"astra-militarum","political-overwatch","Political Overwatch","commissar;death-rider-commissar","","If the unit has the OFFICER keyword, the unit can re-roll Battle-shock tests."
"astra-militarum","powerlifter-charge","Powerlifter Charge","sentinel-powerlifter","","Your unit suffers d3 mortal wounds."
"astra-militarum","precision-drop","Precision Drop","tempestus-aquilons","","During the Movement phase, until the end of the turn: /   -> This model has the Deep Strike ability. /   -> This model: charge blocked."
"astra-militarum","primed-and-ready","Primed and Ready","death-korps-grenadier-squad","","During the Shooting phase, unless at grenade stratagem used on unit this phase, until the end of the phase, the unit gains the Grenade Stratagem Free Use ability."
"astra-militarum","priority-drop-beacon","Priority-drop Beacon","","","Once per battle, this model gains the Ingress Move ability. / Applies to: units with Astra Militarum, Militarum Tempestus, Officer."
"astra-militarum","psychic-barrier-psychic","Psychic Barrier (Psychic)","primaris-psyker","","During the Shooting phase, until the end of the phase, your unit suffers d3 mortal wounds."
"astra-militarum","rapid-deployment","Rapid Deployment","taurox","","The unit gains the Transport Disembark Modifier ability."
"astra-militarum","ratling-battlemutt","Ratling Battlemutt","ratlings","","Until the end of the phase, the unit's weapons gain [LETHAL HITS]."
"astra-militarum","rearm-reload-fire","Rearm, Reload, Fire","field-ordnance-battery;heavy-mortar-team","","If the unit Remained Stationary, the unit's weapons gain [SUSTAINED HITS 1]."
"astra-militarum","recon-star","Recon Star","","","Once per battle, this model gains the Ingress Move ability. / Applies to: units with Astra Militarum Infantry Platoon."
